job_title,salary_estimate,rating,company_name,location,latitude,longitude,headquarters,size,type_of_ownership,industry,sector,revenue,min_salary,max_salary,avg_salary,job_state,same_state,company_age,python,excel,hadoop,spark,aws,tableau,big_data,job_simp,seniority
Senior Principal Data Scientist (Python/R),212-331 ,4.1,Roche,"Pleasanton, CA",37.6624312,-121.8746789,"Basel, Switzerland",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),212,331,271, CA,0,124,1,1,1,1,0,0,1,data scientist,senior
"Real World Science, Data Scientist",212-331 ,4.0,AstraZeneca,"Wilmington, DE",39.7459468,-75.546589,"Cambridge, United Kingdom",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),212,331,271, DE,0,107,1,0,1,0,0,0,0,data scientist,na
Data Scientist,212-331 ,3.6,Creative Circle,United States,39.7837304,-100.445882,"Los Angeles, CA",201 to 500 employees,Company - Public,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,212,331,271,US,0,18,1,0,0,0,0,0,0,data scientist,na
Data Scientist(s)/Machine Learning Engineer,212-331 ,5.0,Blue Horizon Tek Solutions,"New York, NY",40.7127281,-74.0060152,"Coconut Creek, FL",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,212,331,271, NY,0,33,1,1,0,0,0,0,0,data scientist,na
Senior Data Scientist,212-331 ,3.5,Maxar Technologies,"Herndon, VA",38.9695316,-77.3859479,"Westminster, CO",5001 to 10000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),212,331,271, VA,0,-1,1,1,0,0,0,0,1,data scientist,senior
Data Scientist,212-331 ,4.7,Sharpedge Solutions Inc,"Seattle, WA",47.6038321,-122.330062,"Lombard, IL",Unknown,Company - Private,Publishing,Media,Less than $1 million (USD),212,331,271, WA,0,-1,1,1,1,1,1,0,0,data scientist,na
Data Scientist,212-331 ,3.5,Maxar Technologies,"Herndon, VA",38.9695316,-77.3859479,"Westminster, CO",5001 to 10000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),212,331,271, VA,0,-1,1,0,1,1,0,1,0,data scientist,na
Data Scientist,212-331 ,3.6,Alaka`ina Foundation Family of Companies,"Fort Sam Houston, TX",29.4623452,-98.43205583385978,"Honolulu, HI",501 to 1000 employees,Government,-1,-1,Unknown / Non-Applicable,212,331,271, TX,0,-1,1,0,0,0,0,0,0,data scientist,na
ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,212-331 ,3.9,Southwest Research Institute,"Oklahoma City, OK",35.4729886,-97.5170536,"San Antonio, TX",1001 to 5000 employees,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),212,331,271, OK,0,73,1,1,0,0,0,0,0,na,na
Data Scientist,212-331 ,2.7,Hexagon US Federal,"Lexington Park, MD",38.281115099999994,-76.48411991370034,"Chantilly, VA",51 to 200 employees,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,212,331,271, MD,0,10,0,1,0,0,1,0,0,data scientist,na
Data Science Software Engineer,212-331 ,4.8,Klaviyo,"Boston, MA",42.3554334,-71.060511,"Boston, MA",201 to 500 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,212,331,271, MA,1,8,1,0,0,0,0,0,0,na,na
"Scientist / Group Lead, Cancer Biology",212-331 ,0.0,Monte Rosa Therapeutics,"Cambridge, MA",42.3750997,-71.1056157,-1,-1,-1,-1,-1,-1,212,331,271, MA,0,-1,0,1,0,0,0,0,0,na,senior
Data Scientist,212-331 ,4.0,Comtech Global Inc,"Washington, DC",38.8950368,-77.0365427,"Columbus, OH",51 to 200 employees,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$5 to $10 million (USD),212,331,271, DC,0,-1,1,0,1,1,1,1,0,data scientist,na
Data Scientist,212-331 ,3.8,"Aveshka, Inc.","Washington, DC",38.8950368,-77.0365427,"Arlington, VA",51 to 200 employees,Company - Public,IT Services,Information Technology,$10 to $25 million (USD),212,331,271, DC,0,10,1,1,0,1,0,0,1,data scientist,na
"Manager, Field Application Scientist, Southeast",212-331 ,4.2,10x Genomics,"Raleigh, NC",35.7803977,-78.6390989,"Pleasanton, CA",501 to 1000 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,212,331,271, NC,0,8,0,1,0,0,0,0,0,manager,na
COMPUTER SCIENTIST - ENGINEER - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING,212-331 ,3.9,Southwest Research Institute,"Dayton, OH",39.7589478,-84.1916069,"San Antonio, TX",1001 to 5000 employees,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),212,331,271, OH,0,73,1,1,0,0,0,0,0,na,na
Data Scientist,212-331 ,0.0,CompuForce,"New York, NY",40.7127281,-74.0060152,"New York, NY",Unknown,Company - Private,-1,-1,Unknown / Non-Applicable,212,331,271, NY,1,-1,0,1,1,1,1,0,1,data scientist,na
Data Scientist,212-331 ,4.5,Smith Hanley Associates,"Washington, DC",38.8950368,-77.0365427,"New York, 061",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,212,331,271, DC,0,40,1,0,0,0,0,0,0,data scientist,na
Scientist - Machine Learning,212-331 ,3.5,Allen Institute,"Seattle, WA",47.6038321,-122.330062,"Seattle, WA",201 to 500 employees,Nonprofit Organization,Research & Development,Business Services,$100 to $500 million (USD),212,331,271, WA,1,17,0,0,0,0,0,0,0,mle,na
Data Scientist,212-331 ,2.7,1-800-Flowers,"New York, NY",40.7127281,-74.0060152,"Carle Place, NY",1001 to 5000 employees,Company - Public,Wholesale,Business Services,$1 to $2 billion (USD),212,331,271, NY,0,44,1,1,0,0,0,1,0,data scientist,na
Data Scientist,212-331 ,3.5,Aptive,"Washington, DC",38.8950368,-77.0365427,"Alexandria, VA",51 to 200 employees,Company - Private,Consulting,Business Services,$25 to $50 million (USD),212,331,271, DC,0,8,1,1,0,0,0,1,0,data scientist,na
Data Scientist - Image and Video Analytics,66-112 ,4.9,The Mom Project,"Longmont, CO",40.1672117,-105.1019287,"Chicago, IL",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,66,112,89, CO,0,4,1,0,1,1,1,0,0,data scientist,na
Data Scientist,66-112 ,3.6,Powertek,"Washington, DC",38.8950368,-77.0365427,"Rockville, MD",51 to 200 employees,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),66,112,89, DC,0,19,0,0,0,0,0,0,0,data scientist,na
Data Scientist,66-112 ,5.0,JCD Staffing,"Washington, DC",38.8950368,-77.0365427,"Germantown, MD",1 to 50 employees,Company - Private,-1,-1,Unknown / Non-Applicable,66,112,89, DC,0,-1,1,1,0,0,0,1,0,data scientist,na
Data Scientist,66-112 ,3.1,Bayside Solutions,"Sunnyvale, CA",37.3688301,-122.036349,"Pleasanton, CA",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),66,112,89, CA,0,19,1,1,0,0,0,1,0,data scientist,na
Senior Data Engineer,66-112 ,3.9,Thumbtack,"San Francisco, CA",37.7790262,-122.419906,"San Francisco, CA",501 to 1000 employees,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,66,112,89, CA,1,11,1,1,0,0,1,0,0,data engineer,senior
Data Scientist,66-112 ,3.4,"MILVETS Systems Technology, Inc.","Patuxent, Anne Arundel, MD",39.05215365,-76.73654834036367,"Orlando, FL",51 to 200 employees,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),66,112,89, MD,0,34,0,1,0,0,0,0,0,data scientist,na
Machine Learning Scientist / Engineer,66-112 ,4.1,Apple,"Santa Clara, CA",37.2333253,-121.6846349,"Cupertino, CA",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),66,112,89, CA,0,44,0,0,0,0,0,0,0,mle,na
Data Scientist,66-112 ,4.1,Kforce,"Fairfax, VA",38.8462236,-77.3063733,"Tampa, FL",10000+ employees,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),66,112,89, VA,0,54,0,0,0,0,0,0,0,data scientist,na
Sr. Data Scientist,66-112 ,3.5,Evolve Vacation Rental,"Denver, CO",39.7392364,-104.984862,"Denver, CO",201 to 500 employees,Company - Private,Travel Agencies,Travel & Tourism,Unknown / Non-Applicable,66,112,89, CO,1,9,1,0,0,0,0,0,0,data scientist,senior
"Intelligence Data Analyst, Senior",66-112 ,4.3,The Buffalo Group,"Fort Belvoir, VA",38.72821225,-77.15098291295884,"Reston, VA",501 to 1000 employees,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),66,112,89, VA,0,10,1,0,0,0,0,0,0,analyst,senior
Data Science Analyst,66-112 ,4.4,OppLoans,"Chicago, IL",41.8755616,-87.6244212,"Chicago, IL",201 to 500 employees,Company - Private,Lending,Finance,$100 to $500 million (USD),66,112,89, IL,1,8,1,0,0,0,0,0,0,analyst,na
Data Scientist,66-112 ,3.8,AgreeYa Solutions,"Thousand Oaks, CA",34.1705609,-118.8375937,"Folsom, CA",1001 to 5000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),66,112,89, CA,0,21,1,1,0,0,0,0,0,data scientist,na
Data Scientist,66-112 ,3.7,Carolina Power & Light Co,"McLean, VA",38.93668525,-77.1858267942485,"Raleigh, NC",5001 to 10000 employees,Subsidiary or Business Segment,Energy,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable,66,112,89, VA,0,112,1,1,0,0,0,0,1,data scientist,na
COMPUTER SCIENTIST - ENGINEER - RESEARCH COMPUTER SCIENTIST - TRANSPORTATION TECHNOLOGY,66-112 ,3.9,Southwest Research Institute,"San Antonio, TX",29.4246002,-98.4951405,"San Antonio, TX",1001 to 5000 employees,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),66,112,89, TX,1,73,1,1,0,0,0,0,0,na,na
Data Scientist,66-112 ,3.9,Brillient,"Silver Spring, MD",38.9997621,-77.02403709829767,"Reston, VA",501 to 1000 employees,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),66,112,89, MD,0,14,1,1,0,0,0,0,1,data scientist,na
Data Modeler (Analytical Systems),66-112 ,3.7,MassMutual,"Boston, MA",42.3554334,-71.060511,"Springfield, MA",5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),66,112,89, MA,0,169,0,1,1,1,0,0,1,na,na
Data Scientist,66-112 ,2.9,Xator Corporation,"Washington, DC",38.8950368,-77.0365427,"Reston, VA",501 to 1000 employees,Contract,IT Services,Information Technology,$25 to $50 million (USD),66,112,89, DC,0,-1,0,0,0,0,0,0,0,data scientist,na
Data Scientist,66-112 ,4.6,HAN IT Staffing Inc.,"New York, NY",40.7127281,-74.0060152,"Totowa, NJ",51 to 200 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,66,112,89, NY,0,8,1,1,0,0,0,0,1,data scientist,na
Data Scientist,66-112 ,3.4,Infinitive Inc,"McLean, VA",38.93668525,-77.1858267942485,"Cedar Rapids, IA",201 to 500 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),66,112,89, VA,0,23,1,1,1,1,1,0,1,data scientist,na
"Data Engineer (Analytics, SQL, Python, AWS)",66-112 ,4.0,Travelers,"Hartford, CT",41.764582,-72.6908547,"Hartford, CT",10000+ employees,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),66,112,89, CT,1,167,1,0,0,1,1,0,1,data engineer,na
Data Scientist 3 (718),128-201 ,3.3,Amyris,"Emeryville, CA",37.8314089,-122.2865266,"Emeryville, CA",201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),128,201,164, CA,1,17,1,0,0,0,1,0,0,data scientist,na
Data Scientist,128-201 ,4.3,Lightspeed Systems,"Austin, TX",30.2711286,-97.7436995,"Austin, TX",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),128,201,164, TX,1,21,1,0,0,1,1,0,0,data scientist,na
Senior Data Scientist,128-201 ,3.9,Thumbtack,"San Francisco, CA",37.7790262,-122.419906,"San Francisco, CA",501 to 1000 employees,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,128,201,164, CA,1,11,1,1,1,1,0,0,0,data scientist,senior
Senior Data Analyst - Finance & Platform Analytics,128-201 ,3.6,Twitch,"San Francisco, CA",37.7790262,-122.419906,"San Francisco, CA",1001 to 5000 employees,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable,128,201,164, CA,1,9,1,0,0,0,0,1,0,analyst,senior
Software Engineer - Machine Learning & Data Science (Applied Intelligence Services Team),128-201 ,4.7,New Relic,"Portland, OR",45.5202471,-122.674194,"San Francisco, CA",1001 to 5000 employees,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),128,201,164, OR,0,12,1,0,0,0,0,0,0,mle,na
IT Partner Digital Health Technology and Data Science,128-201 ,3.6,Biogen,"Cambridge, MA",42.3750997,-71.1056157,"Cambridge, MA",5001 to 10000 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),128,201,164, MA,1,42,0,1,0,0,0,0,0,na,na
Data Scientist,128-201 ,0.0,HireAi,"San Francisco, CA",37.7790262,-122.419906,-1,-1,-1,-1,-1,-1,128,201,164, CA,0,-1,1,1,0,1,0,1,0,data scientist,na
"Senior Machine Learning Scientist - Bay Area, CA",128-201 ,3.3,Tempus Labs,"Redwood City, CA",37.4863239,-122.232523,"Chicago, IL",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,128,201,164, CA,0,5,1,0,0,0,1,0,0,mle,senior
Data Scientist,128-201 ,3.3,ICW Group,"San Diego, CA",32.7174202,-117.1627728,"San Diego, CA",501 to 1000 employees,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),128,201,164, CA,1,48,1,0,0,0,0,0,0,data scientist,na
Clinical Data Analyst,128-201 ,3.8,NYSTEC,"New York, NY",40.7127281,-74.0060152,"Rome, NY",51 to 200 employees,Nonprofit Organization,Consulting,Business Services,$25 to $50 million (USD),128,201,164, NY,0,24,1,0,0,0,0,0,0,analyst,na
Data Scientist,128-201 ,4.5,E3 Federal Solutions,"Chantilly, VA",38.8788355,-77.40221718011088,"McLean, VA",501 to 1000 employees,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,128,201,164, VA,0,16,0,0,1,0,0,0,1,data scientist,na
Data Engineer,128-201 ,4.5,Kingfisher Systems,"Falls Church, VA",38.882334,-77.1710914,"Falls Church, VA",51 to 200 employees,Company - Private,Federal Agencies,Government,$25 to $50 million (USD),128,201,164, VA,1,15,1,0,0,0,0,0,0,data engineer,na
Data Scientist Technical Specialist,128-201 ,3.4,Peraton,"Chantilly, VA",38.8788355,-77.40221718011088,"Herndon, VA",1001 to 5000 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),128,201,164, VA,0,3,1,0,1,1,0,0,1,data scientist,na
Senior Data Scientist,128-201 ,3.1,Group O,"Chicago, IL",41.8755616,-87.6244212,"Milan, IL",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),128,201,164, IL,0,46,1,0,1,0,0,0,0,data scientist,senior
Data Science Manager,128-201 ,4.0,Autodesk,"San Francisco, CA",37.7790262,-122.419906,"San Rafael, CA",5001 to 10000 employees,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),128,201,164, CA,0,38,1,1,1,1,0,0,1,manager,na
Computer Vision / Deep Learning Scientist,128-201 ,3.3,Tempus Labs,"Chicago, IL",41.8755616,-87.6244212,"Chicago, IL",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,128,201,164, IL,1,5,0,0,0,0,1,0,0,na,na
Big Data Engineer,128-201 ,4.1,CaptiveAire,"Raleigh, NC",35.7803977,-78.6390989,"Raleigh, NC",1001 to 5000 employees,Company - Private,Industrial Manufacturing,Manufacturing,$100 to $500 million (USD),128,201,164, NC,1,44,1,0,0,1,0,0,0,data engineer,na
Data Architect,128-201 ,4.2,LSQ,"Orlando, FL",28.5421109,-81.3790304,"Orlando, FL",51 to 200 employees,Company - Private,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),128,201,164, FL,1,24,1,0,1,1,1,0,1,na,na
Machine Learning Engineer,128-201 ,3.9,Temboo,"New York, NY",40.7127281,-74.0060152,"New York, NY",1 to 50 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,128,201,164, NY,1,-1,0,0,1,0,0,0,0,mle,na
Data Scientist,128-201 ,0.0,Kibo,"Philadelphia, PA",39.9527237,-75.1635262,"Marbella, Spain",Unknown,Company - Public,-1,-1,Unknown / Non-Applicable,128,201,164, PA,0,-1,1,0,0,0,0,0,0,data scientist,na
Aviation AI/ML Data Scientist,128-201 ,3.3,MITRE,"McLean, VA",38.93668525,-77.1858267942485,"Bedford, MA",5001 to 10000 employees,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),128,201,164, VA,0,62,1,1,1,1,0,1,1,data scientist,na
Data Scientist,138-158 ,3.9,Mars,United States,39.7837304,-100.445882,"Mc Lean, VA",10000+ employees,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),138,158,148,US,0,109,1,0,0,1,1,0,0,data scientist,na
Data Scientist / Applied Mathematician,138-158 ,4.5,"Fullpower Technologies, Inc.","Santa Cruz, CA",37.050096,-121.9905908,"Santa Cruz, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),138,158,148, CA,1,17,1,0,0,0,1,0,1,data scientist,na
"Machine Learning Engineer, Sr.",138-158 ,4.2,AeroVironment,"Simi Valley, CA",34.2677404,-118.7538071,"Simi Valley, CA",501 to 1000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),138,158,148, CA,1,49,1,1,0,0,1,0,1,mle,senior
Data Scientist (TS/SCI w/ Poly),138-158 ,3.5,Maxar Technologies,"Herndon, VA",38.9695316,-77.3859479,"Westminster, CO",5001 to 10000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),138,158,148, VA,0,-1,1,0,0,0,0,0,0,data scientist,na
Weapons and Sensors Engineer/Scientist,138-158 ,4.0,Dynetics,"Huntsville, AL",34.729847,-86.5859011,"Huntsville, AL",1001 to 5000 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),138,158,148, AL,1,46,1,0,0,0,0,0,0,na,na
Applied Computer Scientist,138-158 ,4.5,Systems & Technology Research,"Woburn, MA",42.4792618,-71.1522766,"Woburn, MA",201 to 500 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),138,158,148, MA,1,10,0,0,0,0,0,0,0,na,na
Senior Data Analyst,138-158 ,4.5,Novetta,"Herndon, VA",38.9695316,-77.3859479,"Mc Lean, VA",501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),138,158,148, VA,0,8,1,1,0,0,0,0,0,analyst,senior
Information Systems Engineering Specialist (Engineering Scientist),138-158 ,3.8,Applied Research Laboratories,"Austin, TX",30.2711286,-97.7436995,"Austin, TX",501 to 1000 employees,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,138,158,148, TX,1,-1,1,0,0,0,1,0,0,na,na
Cloud Data Engineer (Azure),138-158 ,3.9,Navy Federal Credit Union,"Merrifield, VA",38.876757,-77.24329722907368,"Vienna, VA",10000+ employees,Other Organization,Banks & Credit Unions,Finance,Unknown / Non-Applicable,138,158,148, VA,0,87,0,0,0,0,0,1,0,data engineer,na
Scientist/Research Associate-Metabolic Engineering,138-158 ,2.0,Conagen,"New Bedford, MA",41.6362152,-70.934205,"Bedford, MA",51 to 200 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,138,158,148, MA,0,-1,0,0,0,0,0,0,0,na,na
"Vice President, Biometrics and Clinical Data Management",138-158 ,4.8,Alector,"South San Francisco, CA",37.6535403,-122.4168664,"South San Francisco, CA",51 to 200 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,138,158,148, CA,1,7,0,1,0,0,1,0,0,na,na
Enterprise Data Analyst (Enterprise Portfolio Management Office),138-158 ,3.9,Navy Federal Credit Union,"Merrifield, VA",38.876757,-77.24329722907368,"Vienna, VA",10000+ employees,Other Organization,Banks & Credit Unions,Finance,Unknown / Non-Applicable,138,158,148, VA,0,87,0,0,0,1,0,1,0,analyst,na
Senior Scientist - Toxicologist - Product Integrity (Stewardship),138-158 ,3.3,Reynolds American,"Winston-Salem, NC",36.0998131,-80.2440518,"Winston-Salem, NC",5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),138,158,148, NC,1,145,0,1,0,0,0,0,0,na,senior
Lead Data Scientist – Network Analysis and Control,138-158 ,3.3,MITRE,"Bedford, MA",42.4917301,-71.2817947,"Bedford, MA",5001 to 10000 employees,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),138,158,148, MA,1,62,1,1,1,1,1,0,1,data scientist,senior
Senior Machine Learning Engineer,138-158 ,5.0,LifeOmic,"Raleigh, NC",35.7803977,-78.6390989,"Indianapolis, IN",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,138,158,148, NC,0,4,0,0,0,1,1,0,0,mle,senior
"Sr. Research Associate/ Scientist, NGS prep & Molecular Genomics",138-158 ,4.4,"Homology Medicines, Inc.","New Bedford, MA",41.6362152,-70.934205,"Bedford, MA",51 to 200 employees,Company - Public,-1,-1,Unknown / Non-Applicable,138,158,148, MA,0,-1,0,0,0,0,0,0,0,na,senior
Data Engineer,138-158 ,3.4,Spectrum Communications and Consulting,"Chicago, IL",41.8755616,-87.6244212,"Chicago, IL",51 to 200 employees,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),138,158,148, IL,1,28,1,0,0,0,0,0,0,data engineer,na
Developer III - Data Science,138-158 ,3.3,Inland Empire Health Plan,"Rancho Cucamonga, CA",34.1033192,-117.5751735,"Rancho Cucamonga, CA",1001 to 5000 employees,Company - Public,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),138,158,148, CA,1,24,0,1,0,0,0,1,0,na,na
Senior Data Engineer,138-158 ,2.9,Affinity Solutions,"New York, NY",40.7127281,-74.0060152,"New York, NY",51 to 200 employees,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,138,158,148, NY,1,22,1,0,1,1,0,1,0,data engineer,senior
Hydrogen/Tritium Materials Scientist (Experienced),138-158 ,3.8,Sandia National Laboratories,"Livermore, CA",37.6820583,-121.768053,"Albuquerque, NM",10000+ employees,Government,Federal Agencies,Government,$2 to $5 billion (USD),138,158,148, CA,0,71,0,0,0,0,0,0,0,na,na
Data Engineer,138-158 ,3.5,Maxar Technologies,"McLean, VA",38.93668525,-77.1858267942485,"Westminster, CO",5001 to 10000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),138,158,148, VA,0,-1,1,0,0,0,1,0,0,data engineer,na
Patient Safety- Associate Data Scientist,80-132 ,4.0,AstraZeneca,"Gaithersburg, MD",39.1399187,-77.1929215,"Cambridge, United Kingdom",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),80,132,106, MD,0,107,1,1,0,0,0,0,0,data scientist,na
Senior Data Scientist,80-132 ,4.0,Autodesk,"San Francisco, CA",37.7790262,-122.419906,"San Rafael, CA",5001 to 10000 employees,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),80,132,106, CA,0,38,1,0,1,1,0,0,1,data scientist,senior
Data Scientist,80-132 ,3.4,USI,"Southfield, MI",42.4733689,-83.2218731,"Saint Paul, MN",1001 to 5000 employees,Company - Private,Construction,"Construction, Repair & Maintenance",$100 to $500 million (USD),80,132,106, MI,0,22,1,1,0,0,0,0,0,data scientist,na
Data Scientist,80-132 ,3.9,GSK,"Collegeville, PA",40.1856597,-75.451571,"Brentford, United Kingdom",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),80,132,106, PA,0,190,1,0,1,0,1,1,0,data scientist,na
Data Scientist,80-132 ,3.8,CIA,"Washington, DC",38.8950368,-77.0365427,"Langley, VA",Unknown,Government,Federal Agencies,Government,Unknown / Non-Applicable,80,132,106, DC,0,73,0,0,0,0,0,0,0,data scientist,na
Data Scientist,80-132 ,4.5,Maven Wave Partners,"Chicago, IL",41.8755616,-87.6244212,"Chicago, IL",201 to 500 employees,Company - Private,Consulting,Business Services,$50 to $100 million (USD),80,132,106, IL,1,12,1,1,1,0,1,1,0,data scientist,na
Data Scientist,80-132 ,4.3,Ovative Group,"Minneapolis, MN",44.9772995,-93.2654692,"Minneapolis, MN",51 to 200 employees,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),80,132,106, MN,1,11,1,0,0,0,0,0,0,data scientist,na
Data Scientist,80-132 ,3.6,Kognetics,"Gahanna, OH",40.0195625,-82.8791363,"New York, NY",1 to 50 employees,Company - Private,-1,-1,Unknown / Non-Applicable,80,132,106, OH,0,-1,1,1,0,0,0,0,0,data scientist,na
Data Scientist,80-132 ,2.9,Envision Healthcare,"Nashville, TN",36.1622767,-86.7742984,"Nashville, TN",10000+ employees,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,80,132,106, TN,1,15,1,1,1,1,1,1,1,data scientist,na
Data Scientist,80-132 ,2.9,"Pragmatics, Inc.",United States,39.7837304,-100.445882,"Reston, VA",201 to 500 employees,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),80,132,106,US,0,35,1,0,1,0,1,0,0,data scientist,na
Decision Scientist,80-132 ,4.5,Johns Hopkins University Applied Physics Laboratory,"Laurel, MD",39.1044123,-76.8669233,"Laurel, MD",5001 to 10000 employees,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),80,132,106, MD,1,78,0,1,0,1,0,0,0,na,na
Data Scientist - TS/SCI FSP or CI Required,80-132 ,5.0,Phoenix Operations Group,"Annapolis Junction, MD",39.125459649999996,-76.795323688298,"Woodbine, MD",1 to 50 employees,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),80,132,106, MD,0,9,1,0,0,1,0,0,1,data scientist,na
Data Scientist,80-132 ,3.5,Crossover Health,"San Clemente, CA",33.4270275,-117.6124179,"Aliso Viejo, CA",1 to 50 employees,Company - Private,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD),80,132,106, CA,0,10,1,1,0,0,0,1,1,data scientist,na
Data Scientist,80-132 ,4.0,Lorven Technologies Inc,"New York, NY",40.7127281,-74.0060152,"Plainsboro, NJ",1 to 50 employees,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),80,132,106, NY,0,-1,1,0,0,0,0,0,0,data scientist,na
Data Scientist,80-132 ,4.4,Meridian Knowledge Solutions,"Washington, DC",38.8950368,-77.0365427,"Reston, VA",51 to 200 employees,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),80,132,106, DC,0,23,0,1,0,0,0,0,0,data scientist,na
